Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Total_Expenses,Children,Age,Relationship Status,TotalAcceptedCmp,NumTotalPurchases,Customer_Day
PhD,45503.0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,170,1,46,Couple,0,8,437
Master,6560.0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,373,0,39,Single,0,2,359
PhD,71604.0,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,1196,0,76,Couple,2,16,384
Undergraduate,27244.0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,101,1,42,Couple,0,6,156
Undergraduate,48752.0,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,316,2,52,Couple,1,12,724
Undergraduate,71434.0,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,1400,1,59,Couple,2,18,444
Undergraduate,90842.0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,1424,0,73,Single,0,26,495
Master,88097.0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,844,1,43,Couple,4,19,840
Undergraduate,51948.0,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,311,1,46,Couple,0,11,445
Undergraduate,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,1149,0,39,Couple,0,16,488
Master,35876.0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,129,0,38,Couple,0,7,230
Undergraduate,40049.0,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,32,1,69,Single,0,4,416
Undergraduate,39660.0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,299,1,39,Single,1,11,850
Undergraduate,50127.0,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,320,1,59,Couple,1,12,191
Master,43263.0,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,441,1,44,Couple,0,13,745
Master,62845.0,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1,1178,2,72,Couple,2,17,1061
Undergraduate,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,85,0,31,Couple,0,5,658
Highschool,24367.0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,24,1,39,Single,0,3,626
Undergraduate,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,112,1,46,Single,0,6,654
Master,26887.0,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,30,1,62,Couple,0,4,430
PhD,50150.0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,410,0,38,Couple,0,14,534
Undergraduate,62061.0,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,800,1,45,Couple,1,21,462
PhD,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,1313,0,59,Single,1,19,641
PhD,76542.0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,1483,0,65,Couple,0,22,616
Undergraduate,70515.0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1,1258,0,28,Single,1,16,411
Undergraduate,18227.0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,28,1,34,Couple,0,3,847
Undergraduate,69139.0,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,227,1,56,Couple,0,10,313
Undergraduate,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,1555,0,39,Couple,2,19,816
Undergraduate,69627.0,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,861,1,59,Single,0,21,629
Undergraduate,38136.0,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,0,103,1,43,Couple,1,6,593
PhD,62159.0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,634,0,75,Single,0,18,222
Undergraduate,80695.0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,1918,0,58,Single,0,18,342
Master,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,131,2,50,Single,0,7,605
Undergraduate,58554.0,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,586,2,53,Couple,0,16,801
Highschool,17256.0,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,62,1,29,Couple,1,5,378
Undergraduate,53034.0,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,447,2,47,Single,0,14,555
Master,52203.0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,939,0,71,Couple,0,26,858
Master,59601.0,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0,797,1,44,Single,1,11,499
Master,75154.0,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,1,1143,1,63,Single,1,15,971
Undergraduate,47025.0,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,415,1,45,Single,0,14,513
Undergraduate,37971.0,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,0,30,1,48,Couple,0,4,376
Master,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,187,1,53,Single,0,9,345
Undergraduate,67267.0,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,0,251,1,63,Couple,0,10,207
Undergraduate,57338.0,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,0,237,1,46,Single,0,10,221
Master,50523.0,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0,91,2,61,Couple,0,6,346
Master,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,35,3,56,Single,0,4,549
PhD,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,0,493,1,61,Single,1,16,970
PhD,56242.0,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,0,971,1,52,Couple,0,23,643
Undergraduate,48904.0,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,0,371,1,61,Single,0,13,1028
Undergraduate,56243.0,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,396,3,46,Single,0,14,341
Undergraduate,21355.0,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,1,68,1,36,Couple,2,5,473
Master,57420.0,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,322,1,50,Couple,1,12,529
Master,52247.25135379061,39,187,5,65,26,20,14,2,4,2,6,5,0,0,0,0,0,0,0,317,1,51,Couple,0,12,701
Master,46390.0,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,222,1,66,Single,0,9,215
Master,54342.0,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,0,177,2,65,Couple,0,8,639
Undergraduate,52247.25135379061,87,19,4,12,2,2,6,1,1,0,3,5,0,0,0,0,0,0,0,45,2,63,Couple,0,4,1002
Master,52247.25135379061,49,5,1,9,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,21,2,57,Single,0,3,5
Undergraduate,20895.0,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,45,1,48,Couple,0,5,909
Undergraduate,92344.0,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0,1899,0,73,Couple,2,20,325
PhD,52247.25135379061,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,42,1,49,Couple,0,4,306
Master,26907.0,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,22,2,45,Couple,0,4,473
Undergraduate,44964.0,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0,41,2,41,Couple,0,4,720
Undergraduate,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,1440,0,42,Couple,0,20,304
Master,53761.0,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,325,2,49,Couple,0,11,391
Undergraduate,22682.0,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,95,1,48,Couple,0,7,636
PhD,38887.0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,42,1,49,Couple,0,4,306
Master,41658.0,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,72,2,46,Single,0,4,816
PhD,29791.0,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,20,1,49,Couple,0,5,205
Master,63915.0,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0,789,2,65,Couple,0,21,494
Undergraduate,39996.0,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,15,2,47,Single,0,3,198
Undergraduate,26759.0,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,0,59,1,49,Single,0,6,157
Master,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,908,1,53,Single,0,21,594
PhD,51039.0,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,417,2,52,Couple,0,12,785
Undergraduate,60544.0,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,289,2,60,Couple,0,11,833
Undergraduate,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,769,1,49,Couple,0,20,252
Undergraduate,37716.0,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,0,188,1,68,Couple,0,8,229
Undergraduate,36864.0,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,1,354,1,64,Single,1,11,845
Master,44511.0,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,0,727,1,51,Couple,0,20,726
PhD,36947.0,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,0,146,2,54,Couple,0,7,881
Master,47352.0,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,319,1,70,Couple,0,12,397
Master,67087.0,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,0,794,1,68,Couple,0,20,354
Undergraduate,57045.0,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,0,454,1,71,Couple,0,15,849
PhD,36957.0,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,1,152,2,68,Single,1,7,910
PhD,69389.0,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0,797,1,44,Couple,0,21,799
Undergraduate,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,1690,1,49,Couple,4,14,565
Master,43142.0,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0,20,2,52,Couple,0,3,291
Undergraduate,80589.0,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,0,1,1428,0,77,Couple,2,20,318
Undergraduate,34412.0,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,0,209,1,31,Single,0,8,661
Undergraduate,57537.0,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0,545,1,42,Single,0,15,426
Highschool,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,96,0,55,Couple,0,5,689
Undergraduate,51315.0,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,0,0,222,0,73,Couple,0,9,286
Undergraduate,36026.0,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,0,61,3,49,Couple,0,5,265
Undergraduate,24639.0,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,0,44,2,48,Couple,0,6,312
PhD,34578.0,1,7,0,1,0,0,0,1,1,0,2,6,0,0,0,0,0,0,0,8,3,49,Couple,0,3,32
Master,65704.0,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,0,817,0,49,Single,0,22,419
Undergraduate,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,1371,1,55,Single,1,19,755
PhD,54132.0,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,42,1,52,Couple,0,4,293
Undergraduate,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,60,0,62,Couple,0,4,708
Undergraduate,28164.0,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0,78,1,51,Couple,0,6,610
PhD,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,23,1,47,Couple,0,3,602
PhD,43269.0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,19,1,49,Couple,0,3,446
Master,38741.0,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,0,61,2,63,Single,0,5,251
Undergraduate,31907.0,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,0,449,0,49,Single,0,13,612
Master,27100.0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,37,1,38,Couple,0,4,581
Master,31163.0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,38,1,48,Single,0,4,296
Undergraduate,92533.0,84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,0,1131,0,36,Couple,2,22,352
Undergraduate,34853.0,75,9,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,0,0,34,2,48,Single,0,5,348
Undergraduate,70844.0,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0,294,2,54,Single,0,12,402
Master,31086.0,79,16,2,11,3,0,16,2,1,1,2,8,1,0,0,0,0,0,0,48,2,42,Couple,1,4,610
Undergraduate,60544.0,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,289,2,60,Couple,0,11,833
Master,20491.0,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0,30,0,35,Couple,0,3,680
Undergraduate,42523.0,96,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,0,0,125,0,57,Couple,0,6,227
Undergraduate,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,156,1,38,Couple,0,7,660
Undergraduate,33402.0,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0,70,2,69,Couple,0,6,506
Master,36408.0,11,9,1,4,3,2,3,1,1,0,2,6,0,0,0,0,0,0,0,22,2,72,Couple,0,3,441
Undergraduate,21645.0,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,0,1,65,1,42,Couple,1,6,1002
Master,78427.0,36,972,19,595,180,26,138,3,3,7,10,3,0,0,0,1,0,0,1,1930,0,73,Single,2,20,773
Undergraduate,82657.0,71,966,168,672,246,105,126,1,7,5,10,4,0,1,0,1,0,0,0,2283,0,75,Couple,2,22,435
Undergraduate,51876.0,88,99,27,102,28,48,6,1,2,2,8,1,0,0,0,0,0,0,0,310,0,63,Couple,0,12,417
Master,78041.0,93,482,35,553,72,160,17,1,4,4,9,2,0,0,0,0,0,0,0,1319,0,50,Couple,0,17,720
Undergraduate,52852.0,93,714,8,99,11,0,47,4,10,7,5,8,1,0,0,0,0,0,0,879,1,64,Couple,1,22,1059
PhD,70038.0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,1244,0,39,Couple,0,16,407
Master,69401.0,41,399,27,159,58,8,39,4,4,4,5,2,0,0,0,0,0,0,0,690,1,48,Couple,0,13,258
Undergraduate,46053.0,46,56,10,92,19,7,25,3,3,2,4,5,0,0,0,0,0,0,0,209,1,49,Couple,0,9,657
Undergraduate,77343.0,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,1134,0,56,Couple,0,16,91
Undergraduate,73892.0,40,703,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,0,1,1507,0,68,Single,1,22,388
PhD,40304.0,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0,57,1,54,Single,0,5,432
PhD,32727.0,38,167,13,180,86,13,70,2,7,3,5,8,0,0,0,0,0,0,0,529,0,56,Couple,0,15,830
Undergraduate,68695.0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,1091,0,52,Couple,0,15,164
Undergraduate,43300.0,87,91,3,52,2,1,31,3,4,0,4,8,0,0,0,0,0,0,1,180,1,50,Single,1,8,784
Undergraduate,26290.0,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,0,77,2,49,Couple,0,6,370
Undergraduate,93790.0,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,0,1,2349,0,51,Single,4,25,4
PhD,38410.0,65,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,0,1,534,0,47,Couple,1,16,813
Master,64866.0,9,508,5,21,7,5,10,4,7,3,7,5,0,1,0,0,0,0,0,556,1,71,Single,1,17,314
Undergraduate,57957.0,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,1,0,637,1,62,Couple,0,18,474
PhD,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,46,2,66,Couple,2,4,237
Undergraduate,16531.0,43,2,13,6,7,5,11,3,3,0,3,7,0,0,0,0,0,0,0,44,1,43,Couple,0,6,171
Master,28072.0,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,0,47,1,35,Couple,0,4,486
Master,49476.0,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0,795,1,58,Single,0,18,534
Undergraduate,50725.0,45,443,10,75,0,10,48,4,8,1,8,8,0,0,0,0,0,0,0,586,1,68,Couple,0,17,661
Undergraduate,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,1574,0,69,Couple,1,19,366
PhD,41145.0,20,9,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,13,2,71,Couple,0,3,126
Undergraduate,67419.0,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0,1471,1,51,Couple,0,21,689
Master,23162.0,82,8,3,9,19,4,22,3,1,1,3,6,0,0,0,0,0,0,0,65,2,51,Couple,0,5,350
Undergraduate,34380.0,68,72,7,58,13,1,24,4,4,1,3,8,0,0,0,0,0,0,0,175,1,44,Couple,0,8,669
Undergraduate,34704.0,65,29,0,5,0,1,5,1,1,0,3,5,0,0,0,0,0,0,0,40,1,55,Single,0,4,588
PhD,94871.0,99,169,24,553,188,0,144,1,8,5,4,7,0,1,1,0,0,0,1,1078,2,52,Couple,3,17,1062
Undergraduate,65148.0,9,460,35,422,33,12,153,2,6,6,7,4,0,0,0,0,0,0,0,1115,1,63,Couple,0,19,750
Undergraduate,39898.0,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,134,1,67,Couple,0,7,369
Master,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,1540,0,65,Single,0,22,743
PhD,59892.0,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,87,1,51,Couple,0,6,663
Master,41020.0,68,112,1,54,7,7,36,1,3,2,4,3,0,0,0,0,0,0,0,217,0,34,Single,0,9,404
PhD,57072.0,79,944,0,60,0,0,30,2,7,5,13,5,1,0,0,0,0,0,0,1034,1,60,Couple,1,25,316
Undergraduate,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,1180,1,42,Single,0,24,701
Undergraduate,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,819,1,61,Couple,0,20,827
Master,19414.0,32,2,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,0,32,1,40,Couple,0,4,416
Undergraduate,19107.0,49,2,4,9,10,5,16,2,1,0,3,7,0,0,0,0,0,0,0,46,1,41,Couple,0,4,471
Master,75484.0,50,378,97,259,197,194,34,2,7,3,6,4,0,0,0,0,0,0,0,1159,1,45,Couple,0,16,1032
Master,70379.0,84,553,25,142,65,67,8,3,6,3,13,4,0,0,0,0,0,0,0,860,1,45,Single,0,22,643
Master,79419.0,96,751,127,687,20,15,31,1,4,6,4,2,0,0,0,0,0,0,0,1631,0,51,Couple,0,14,167
PhD,64014.0,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,444,3,75,Couple,1,15,61
Undergraduate,76998.0,85,1449,89,161,69,35,107,2,11,8,8,6,0,0,1,0,0,0,0,1910,1,66,Couple,1,27,400
Master,49854.0,63,123,17,171,39,0,30,5,6,2,5,6,0,0,0,0,0,0,0,380,1,49,Couple,0,13,421
PhD,60585.0,17,267,42,309,55,42,21,10,7,4,9,5,0,0,0,0,0,0,1,736,2,50,Couple,1,20,530
PhD,42873.0,11,209,0,40,3,2,15,4,6,1,4,8,0,0,0,0,0,0,0,269,2,71,Single,0,11,684
Undergraduate,87679.0,62,1259,172,815,97,148,33,1,7,11,10,4,1,0,1,1,0,0,1,2524,0,33,Couple,4,28,497
Undergraduate,57867.0,48,344,35,178,15,23,17,7,7,2,9,6,0,0,0,0,0,0,0,612,1,43,Couple,0,18,695
Undergraduate,35765.0,86,22,3,30,0,5,15,2,2,0,4,6,0,0,0,0,0,0,0,75,1,31,Couple,0,6,389
Undergraduate,65492.0,73,247,161,295,210,85,47,2,4,7,13,2,0,0,0,0,0,0,0,1045,0,62,Couple,0,24,314
Undergraduate,32952.0,36,38,0,12,3,1,1,1,2,0,3,7,0,0,0,0,0,0,0,55,1,44,Single,0,5,693
PhD,53374.0,34,896,10,101,13,10,34,6,4,2,9,9,1,0,0,0,0,0,1,1064,1,52,Couple,2,15,842
Undergraduate,71706.0,16,931,56,253,91,98,14,4,9,5,7,5,0,0,0,0,0,0,0,1443,1,62,Couple,0,21,753
Undergraduate,68487.0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,0,1366,0,33,Couple,0,29,692
Master,53253.0,61,216,9,57,20,9,125,7,4,3,5,5,0,0,0,0,0,0,0,436,2,46,Couple,0,12,399
Master,31163.0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,38,1,48,Single,0,4,296
Undergraduate,42014.0,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,0,1,436,1,44,Couple,1,14,841
Master,54108.0,74,539,6,91,8,6,97,13,8,2,9,8,0,0,0,0,0,0,0,747,2,48,Couple,0,19,939
PhD,49667.0,35,1181,26,120,17,13,39,2,5,10,5,8,1,0,0,0,0,0,1,1396,0,66,Single,2,20,838
Master,63206.0,65,750,8,125,11,8,26,1,4,3,6,2,0,0,1,0,0,0,0,928,0,47,Couple,1,13,261
Master,57136.0,48,306,5,109,21,109,92,9,5,2,10,6,0,0,0,0,0,0,0,642,2,49,Couple,0,17,455
Master,46772.0,88,350,104,189,197,151,57,6,11,8,5,8,1,0,0,0,0,0,0,1048,1,46,Couple,1,24,878
PhD,78931.0,19,331,197,170,58,152,35,1,2,8,13,1,0,0,0,0,0,0,0,943,0,50,Couple,0,23,407
Undergraduate,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,907,1,63,Couple,0,22,487
Undergraduate,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,1198,0,33,Couple,0,17,307
Master,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,120,2,46,Single,0,7,840
Undergraduate,73538.0,92,811,76,428,99,137,107,3,10,4,9,7,0,0,0,0,0,0,0,1658,1,56,Couple,0,23,741
Undergraduate,79529.0,1,423,42,706,73,197,197,1,4,8,9,2,0,0,0,0,0,0,0,1638,0,35,Couple,0,21,223
Master,20981.0,14,2,12,10,6,13,30,1,3,1,2,8,0,0,0,0,0,0,1,73,0,44,Couple,1,6,585
Undergraduate,51766.0,74,60,51,87,6,20,51,2,4,2,4,5,0,0,0,0,0,0,0,275,1,41,Single,0,10,33
Undergraduate,55759.0,84,675,0,85,10,7,77,5,10,3,8,8,0,0,0,0,0,0,0,854,1,59,Couple,0,21,738
Undergraduate,33039.0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,78,1,43,Couple,0,6,453
Master,37787.0,50,40,1,40,4,3,18,1,3,0,3,8,0,0,0,0,0,0,0,106,1,49,Couple,0,6,442
Undergraduate,27242.0,2,3,17,26,20,1,39,2,2,0,3,9,0,0,0,0,0,0,1,106,1,51,Single,1,5,755
PhD,87188.0,73,910,111,724,49,74,55,1,10,2,6,3,0,0,0,0,0,0,1,1923,0,38,Single,1,18,640
Undergraduate,69930.0,21,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,0,1662,0,50,Couple,0,21,559
Undergraduate,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,84,1,45,Single,0,6,157
PhD,37401.0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,48,1,48,Couple,0,5,184
Undergraduate,3502.0,56,2,1,1,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,5,1,48,Single,0,0,602
Undergraduate,58597.0,20,490,0,184,10,28,21,12,7,4,9,7,0,0,0,0,0,0,0,733,2,45,Couple,0,20,746
PhD,82032.0,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,1234,0,73,Single,0,17,216
Undergraduate,28087.0,77,53,8,17,13,0,21,3,2,2,2,7,0,0,0,0,0,0,0,112,2,63,Couple,0,6,754
PhD,74004.0,5,784,48,560,42,176,48,1,4,6,4,3,0,0,1,1,0,0,1,1658,0,34,Single,3,14,285
Undergraduate,19740.0,65,7,11,3,10,4,20,2,1,1,3,5,0,0,0,0,0,0,0,55,1,61,Couple,0,5,622
Master,57036.0,33,1171,43,219,19,14,47,4,6,3,13,9,1,0,0,0,0,0,0,1513,1,46,Couple,1,22,754
Master,53083.0,65,215,7,33,3,0,13,6,5,1,5,7,0,1,0,0,0,0,0,271,2,63,Couple,1,11,570
PhD,69283.0,41,674,62,134,0,26,8,4,7,3,13,5,0,0,0,0,0,0,0,904,1,46,Couple,0,23,175
Master,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,1,120,2,46,Single,1,7,840
Master,23331.0,92,5,36,7,0,10,45,2,3,0,3,8,0,0,0,0,0,0,0,103,1,33,Couple,0,6,971
Master,23331.0,97,104,20,101,24,15,5,6,5,1,5,9,0,0,0,0,0,0,0,269,1,33,Single,0,11,940
Undergraduate,9255.0,91,9,0,7,2,0,4,1,1,1,2,8,0,0,0,0,0,0,0,22,1,32,Single,0,4,351
PhD,67786.0,0,431,82,441,80,20,102,1,3,6,6,1,0,0,0,0,0,0,1,1156,0,62,Single,1,15,512
PhD,71969.0,59,1000,0,76,0,0,10,3,3,4,9,8,0,1,0,0,0,0,0,1086,1,50,Couple,1,16,781
Master,59235.0,4,448,40,469,80,0,91,3,11,2,12,7,0,0,0,0,0,0,0,1128,1,54,Single,0,25,370
Undergraduate,31928.0,5,33,4,24,4,2,5,2,3,0,4,7,0,0,0,0,0,0,0,72,1,32,Couple,0,7,253
